t,ca,cb,cc,cd
0.20408163265306123,0.9729244141609475,1.5749939634120562,0.07908540914022041,-0.03465063295418895
0.40816326530612246,0.39546781153075444,1.4528369797776437,0.5799258705494514,0.024761541018458892
0.6122448979591837,0.1409561324371432,1.232426619673149,0.4366571504302741,0.23174081506511865
0.8163265306122449,0.6552996780701607,1.0228505544180901,0.5232727716540988,0.12810345693124564
1.0204081632653061,0.5299553603021993,1.1416777173333925,0.7479551871011335,0.35151291980343846
1.2244897959183674,-0.0954409301558376,1.014476474266195,0.615478550227683,-0.1802965162314745
1.4285714285714286,0.16480543625719024,0.8918060107226631,0.36138168499984924,0.2389521545233736
1.6326530612244898,0.05310315373017914,0.9959491724841247,0.5752949757074084,0.17753232112829426
1.836734693877551,0.1763029515332289,0.6636924161975168,0.706896058282011,0.7082286440180894
2.0408163265306123,0.03563618143806034,1.0076637210237658,0.5970019597716407,0.10294163458755928
2.2448979591836737,0.35008545727388646,0.8811565709236976,0.5108173673654722,0.423902008143081
2.4489795918367347,0.32355778943714497,0.6205470954344952,0.8285737894864815,0.462007729874869
2.6530612244897958,0.42864471184712993,0.8016905527435568,1.048890124258863,0.4761383409668567
2.857142857142857,-0.318616031069947,0.8158034208122702,0.9438829292914325,0.24976933105258123
3.0612244897959187,-0.23768676956276544,0.8555886779811843,0.8905613700949545,0.5721841449864109
3.2653061224489797,0.12863176539438767,0.4541191316572246,0.33915534631564276,0.5068352352348416
3.4693877551020407,-0.06793364611260766,0.41187034308896775,0.3114561684057593,0.12902231549904813
3.673469387755102,0.20733873104057812,0.7768482843373925,0.6539496118685013,0.41308841051623185
3.8775510204081636,0.266739159947507,0.06529913533846587,0.4409110740389889,0.2100564091534312
4.081632653061225,0.044679550022437654,0.47977980106682583,0.5279986118275795,0.2018662607041599
4.285714285714286,0.1056725952046393,0.718431580172707,0.5260574790675119,0.33908294181708926
4.4897959183673475,0.13009574823607384,0.6653071322946119,0.6321629305008017,0.4504707590150712
4.6938775510204085,0.10799821915935225,0.2628172972043477,0.4619922007181858,0.5856492115838383
4.8979591836734695,0.01617687271693195,0.06369628583421583,0.6607915827442288,0.37516963386094837
5.1020408163265305,0.581773432152206,0.5508142651508625,0.5459085065480499,0.43160728081371175
5.3061224489795915,0.03501703238973712,0.529250535076787,0.5616149374031693,0.7226286430493527
5.510204081632653,-0.11326343856348363,0.894467522879867,0.5081770268039596,0.36437199811772936
5.714285714285714,0.30984631809692736,0.34494428146756173,0.36901642533428514,0.6731724022876631
5.918367346938775,-0.040603539777936556,0.10361319716013745,0.34627202456931316,0.5602744634345131
6.122448979591837,0.22656588879854211,0.6558597633032164,0.3238425381727026,0.5853738189020143
6.326530612244898,-0.16951139453392688,0.8089504279298947,0.4092761934833414,0.4466180929029715
6.530612244897959,0.09400170342629136,0.3773588073440122,0.2575253264424666,0.47036824502184293
6.73469387755102,0.27468811042270463,0.10458357826163556,0.7833080138869978,0.48273584441019274
6.938775510204081,0.011578612917502375,0.4475021431212834,0.5730472467419961,0.6026556313804851
7.142857142857143,0.2161341643357779,0.4056989021081089,0.4795795666208676,0.5547773854795429
7.346938775510204,0.08926822041314972,0.43251046662037285,0.11801488777789654,0.7238376993398614
7.551020408163265,0.2555641698089664,0.6096263123113786,0.8488829716643747,0.6390980494752596
7.755102040816327,-0.023330876817720236,0.34682896896249094,0.41007347460050814,0.21235308895406885
7.959183673469388,-0.3388320413952898,0.44857905900711026,0.4288058164965624,0.5684103833134388
8.16326530612245,0.24947183840077058,0.1977796001208492,0.22990987028675264,0.4337512003398465
8.36734693877551,-0.049152342557849955,0.46474115180372905,0.4278728811839419,0.5927202303995791
8.571428571428571,0.026766780693285204,0.5485758618995752,0.1097777642548095,0.5844164992913599
8.775510204081632,-0.09991809347248247,0.3987478195531137,0.36403340111277277,0.8192846974528984
8.979591836734695,0.17377105996360528,0.05061941195814579,0.3463656002427647,0.7640859289788853
9.183673469387756,-0.22785319069916424,0.9999856255510355,0.1737692883334063,0.7841128044149066
9.387755102040817,0.3596828882464014,0.3310953538083945,0.25453365747838974,0.7334316713874367
9.591836734693878,-0.4159162042388797,0.21796073906619334,0.2743787446108034,0.8347461176007123
9.795918367346939,0.24962269950726484,0.2826345453857476,0.4503073711111363,1.1250971246006618
10.0,0.2261741147013027,0.45440326758629873,0.20084101213019195,0.6024847118211513
